Municipality,Longitude,Latitude
Lac-des-Français,-73.63,46.13
Lac-des-Lys,-66.63,47.96
Lac-Desmarais,-74.63,46.17
Lac-des-Neiges,-71.02,47.49
Lac-des-Perdrix,-73.93,45.83
Lac-des-Piles,-72.78,46.64
Lac-des-Pins,-74.49,45.92
Lac-des-Plages,-74.9,46.0
Lac-des-Plaines,-70.12,47.06
Lac-des-Seize-Îles,-74.46,45.9
Lac-des-Sources,-74.04,45.95
Lac-Dion,-70.66,46.65
Lac-du-Brochet,-75.82,45.92
Lac-du-Camp,-75.64,46.29
Lac-du-Cerf,-75.5,46.3
Lac-Dufault,-79.03,48.3
Lac-Dufresne,-74.21,46.2
Lac-du-Marcheur,-74.04,46.17
Lac-du-Milieu,-72.16,47.01
Lac-du-Pin-Rouge,-74.03,45.96
Lac-Écho,-75.43,45.88
Lac-Édouard,-72.26,47.65
Lac-Elgin,-71.33,45.75
Lac-en-Coeur,-74.01,45.96
Lac-Équerre,-74.97,46.28
Lac-Filion,-74.1,45.81
Lac-Fortune,-79.3,48.18
Lac-Fournelle,-74.03,45.91
Lac-Français,-74.46,46.17
Lac-Frontière,-70.0,46.7
Lac-Gareau,-76.13,46.09
Lac-Gatineau,-75.71,46.56
Lac-Gauthier,-74.51,46.17
Lac-Gauvin,-78.17,48.6
Lac-Gélinas,-74.63,46.16
Lac-Gémont,-74.37,45.91
Lac-Gervais,-74.69,46.27
Lac-Goth,-70.69,48.29
Lac-Grosleau,-75.08,45.82
Lachenaie,-73.55,45.7
Lachine,-73.7,45.44
Lachkul-jeets 6,-129.31,53.27
Lachmach 16,-129.98,54.3
Lac-Huguette,-74.35,45.96
Lac-Joannès,-78.67,48.2
Lac-Johanne,-74.13,45.83
Lac-Jolicoeur,-74.54,46.11
Lac-Kataway,-74.0,46.69
Lackaway 2,-122.05,49.14
Lac-Keatley,-74.6,45.78
Lac-Kénogami,-71.33,48.35
Lackzuswadda 9,-129.14,52.9
Lac-La Motte,-78.05,48.42
Lac-Labelle,-74.82,46.26
Lac-Labonté,-71.44,48.59
Lac-Labrie,-66.68,50.18
Lac-Lajoie,-74.28,46.41
Lac-Lamoureux,-74.64,46.15
Lac-Laperrière,-79.43,47.3
Lac-Laplaine,-73.68,45.77
Lac-Lasalle,-73.7,46.39
Lac-Laurel,-74.47,45.87
Lac-Légaré,-68.82,47.48
Lac-Long,-76.12,46.22
Lac-Long-Nord,-73.67,46.17
Lac-Long-Sud,-73.67,46.15
Lac-Louisa,-74.41,45.76
Lac-MacDonald,-74.58,45.87
Lac-Maggie,-72.07,48.25
Lac-Malcolm,-67.75,48.58
Lac-Manitou-Sud,-74.35,46.04
Lac-Marsan,-74.85,46.35
Lac-Masketsi,-72.55,47.0
Lac-Maskinongé,-74.6,46.08
Lac-McGregor,-75.64,45.65
Lac-Miroir,-74.35,45.88
Lac-Mitis,-67.9,48.32
Lac-Mondor,-72.76,46.62
Lac-Moore,-74.61,46.19
Lac-Morin,-71.3,46.99
Lac-Notre-Dame,-74.36,45.86
Lacombe Park,-113.62,53.64
Laconia,-64.63,44.33
Lacoste,-74.92,46.44
Lac-Ouareau,-74.12,46.31
Lac-Pemichangan,-75.85,46.03
Lac-Pérodeau,-75.15,46.77
Lac-Pilon,-74.02,45.99
Lac-Pimbina,-74.23,46.37
Lac-Pitre,-67.32,48.46
Lac-Poulin,-70.81,46.1
Lac-Provost,-74.26,46.38
Lac-Rapide,-76.7,47.26
Lac-Raquette,-70.51,46.36
Lac-Renaud,-74.19,45.93
Lac-Rimouski,-68.21,48.01
Lac-Robert,-74.14,45.79
Lac-Rocher,-73.54,46.17
Lacroix,-70.68,46.13
Lacroixville,-76.03,46.1
Lac-Rose,-72.16,46.35
Lac-Rossignol,-74.45,46.17
Lac-Rouge-Nord,-73.7,46.19
Lac-Saguay,-75.15,46.5
Lac-Saint-Amour,-74.12,45.85
Lac-Saint-Charles,-71.37,46.9
Lac-Sainte-Anne,-67.95,50.09
Lac-Sainte-Marie,-75.95,45.95
Lac-Saint-François-Xavier,-74.36,45.88
Lac-Saint-Germains,-70.62,48.44
Lac-Saint-Joseph,-71.65,46.91
Lac-Saint-Louis,-73.8,46.56
Lac-Saint-Paul,-75.31,46.73
Lac-Sarrazin,-74.19,46.12
Lac-Sébastien,-71.12,48.64
Lac-Sergent,-71.73,46.85
Lac-Simon,-75.73,46.7
Lac-Spectacles,-74.53,45.8
Lac-Ste-Thérèse,-83.64,49.79
Lac-Stoke,-71.81,45.51
Lac-Supérieur,-74.46,46.2
Lac-Tire,-74.24,46.33
Lac-Tremblant-Nord,-74.63,46.23
Lac-Unique,-68.73,47.3
Lac-Vert,-73.61333333,46.20666667
Lac-Vert-Nord,-73.71,46.18
Lac-Vert-Sud,-73.71,46.18
Lac-Vingt-Sous,-74.36,45.94
Lac-Wentworth,-74.46,45.82
Lac-William,-71.59,46.14
Ladd's Mills,-71.81,45.09
Ladle Cove,-54.05,49.46
Lady Bank,-80.43,44.35
Lady Lake,-102.62,52.02
Lady Slipper,-64.03,46.59
Ladywood,-96.49,50.17
Laferté,-78.79,48.59
Laflèche,-73.46,45.5
Lafontaine,-80.05,44.75
Laforce,-78.73,47.53
Laforest,-81.21,47.03
Laforge-1,-73.1,54.18
Laforge-2,-71.29,54.55
Lagacéville,-65.17,47.23
Laggan,-62.32,45.54
Lagins 5,-132.32,53.22
Lagoon City,-79.2,44.54
LaHave,-64.35,44.29
LaHave Islands,-64.35,44.22
Lajeunesse Bridge,-94.35,49.83
Lajord,-104.15,50.23
Lakahahmen 11,-122.07,49.18
Lake,-77.88,44.76
Lake Annis,-66.0,44.05
Lake Bernard,-79.39,45.7
Lake Bonavista,-114.03,50.95
Lake Centre,-64.48,44.31
Lake Charles,-81.01,44.75
Lake Charlotte,-62.95,44.76
Lake Clear,-77.23,45.45
Lake Country,-119.4,50.03
Lake Dalrymple,-79.09,44.66
Lake Doré,-77.06,45.63
Lake Doucette,-66.13,44.05
Lake Edward,-67.65,46.9
Lake Egmont,-63.3,44.99
Lake Erie Country Club,-83.02,42.02
Lake Forest,-96.98,50.73
Lake Francis,-97.8,50.3
Lake George,-67.03,45.84
Lake Helen 53A,-88.23,49.02
Lake Hill,-123.36,48.46
Lake Huron Highland,-81.6,44.24
Lake Killarney,-63.86,45.85
Lake La Rose,-65.43,44.7
Lake Louise,-116.18,51.42
Lake Major,-63.46,44.71
Lake Midway,-66.03,44.53
Lake Nipigon,-87.35,49.71
Lake of Bays,-79.0,45.3
Lake of the Woods,-94.49,49.15
Lake of the Woods 31B,-94.83,49.5
Lake of the Woods 31C,-94.79,49.31
Lake of the Woods 31G,-94.96,49.37
Lake of the Woods 31H,-94.72,49.11
Lake of the Woods 34,-94.59,49.31
Lake of the Woods 35J,-94.36,49.2
Lake of the Woods 37,-94.85,49.35
Lake of the Woods 37B,-94.81,49.3
Lake O'Law,-60.96,46.28
Lake on the Mountain,-77.05,44.03
Lake Opinicon,-76.36,44.53
Lake Park,-76.17,45.11
Lake Paul,-64.67,44.87
Lake Pitihkwakew 102B,-107.23,53.08
Lake Pleasant,-64.87,44.61
Lake Ramsay,-64.52,44.75
Lake River,-82.51,54.38
Lake Road,-65.605,45.955
Lake Rosalind,-81.05,44.17
Lake Siding,-57.44,49.15
Lake Traverse,-78.07,45.94
Lake Uist,-60.63,45.77
Lake Valley,-106.01,50.63
Lake View,-71.61,46.89
Lake Wasaw,-93.64,48.72
Lakeburn,-64.67,46.1
Lakehurst,-78.42,44.53
Lakelands,-64.105,45.195
Lakelet,-81.06,43.94
Lakelse 25,-128.61,54.38
Lakenheath,-106.28,49.53
Lakeport,-77.9,43.98
Lakeridge,-106.57,52.09
Lakeshore Village,-80.55,43.48
Lakeside,-65.84,45.51
Lakeside Beach,-78.91,44.15
Laketon,-65.12,46.85
Laketown 3,-124.18,53.92
Lakevale,-61.91,45.78
Lakeview,-114.28,52.275
Lakeview Beach,-79.13,44.59
Lakeview Estates,-78.5,44.44
Lakeview Park,-77.315,44.605
Lakeview-Terrasse,-75.8,45.39
Lakeville Corner,-66.25,45.9
Lakewood,-65.95,45.31
Lakewood Beach,-83.07,42.03
Lakewood Heights,-65.97,45.3
Lakgeas 87,-128.62,54.39
Lakway Cemetery 3,-122.04,49.14
Lalement,-69.89,47.0
L'Alverne,-66.69,48.13
L'Amable,-77.78,45.01
Lamarche,-71.43,48.8
Lamb Island 5,-123.62,48.33
Lambert,-80.99,43.58
Lamberts Cove,-66.93,45.01
Lambertville,-66.94,45.01
Lambeth,-81.29,42.9
Lambton Industrial,-113.4,53.52
Lambton Mills,-79.51,43.65
Lamlash,-80.97,44.21
Lammermoor,-76.53,45.09
Lamming Mills,-120.26,53.35
Lamoreaux Corner,-67.68,46.46
Lamoureux,-113.22,53.71
Lamy,-69.09,47.78
Lanark Highlands,-76.51,45.1
Lanas 4,-132.21,53.65
Lancelot,-79.36,45.26
Lancer,-108.87,50.8
L'Ancienne-Lorette,-71.35,46.8
Landerkin,-80.62,44.01
Landreville,-74.03,45.16
Landry,-64.95,47.67
Lands End,-66.17,45.34
Lanes,-81.61,43.94
Lanesville,-63.23,45.13
Langbank,-102.29,50.04
Langdale,-123.46,49.43
L'Ange-Gardien,-74.76,45.59
Langley 2,-122.42,49.18
Langley 3,-122.41,49.17
Langley 4,-122.4,49.18
Langley 5,-122.52,49.17
Langman,-79.96,44.53
Langruth,-98.67,50.38
Langside,-81.42,43.96
Langstaff,-79.42,43.83
Languedoc,-78.69,48.8
Laniel,-79.27,47.04
Lanoieville,-72.88,45.84
Lansdowne Station,-62.83,45.42
L'Anse au Loup,-56.83,51.52
L'Anse-à-Baril,-73.54,46.29
L'Anse-à-Beaufils,-64.3,48.47
L'Anse-à-Benjamin,-70.87,48.36
L'Anse-à-Brillant,-64.31,48.73
L'Anse-à-Fugère,-64.35,48.97
L'Anse-à-Gilles,-70.44,47.07
L'Anse-à-Jean,-66.32,49.17
L'Anse-à-la-Cabane,-61.97,47.22
L'Anse-à-la-Croix,-67.28,48.9
L'Anse-à-Mercier,-65.1,49.22
L'Anse-au-Clair,-57.06,51.46
L'Anse-au-Griffon,-64.28,48.92
L'Anse-au-Griffon-Nord,-64.31,48.93
L'Anse-au-Persil,-69.54,47.87
L'Anse-au-Sac,-70.2,47.52
L'Anse-aux-Canards,-64.71,48.29
L'Anse-aux-Canons,-64.91,49.2
L'Anse-aux-Cousins,-64.51,48.84
L'Anse-à-Valleau,-64.55,49.08
L'Anse-Creuse,-69.86,48.19
L'Anse-de-Cap-Santé,-71.83,46.69
L'Anse-de-l'Église,-66.42,49.15
L'Anse-de-Roche,-69.87,48.22
L'Anse-du-Portage,-58.29,51.23
L'Anse-McInnis,-64.93,48.18
L'Anse-Mercier,-70.86,46.88
L'Anse-Pleureuse,-65.64,49.24
L'Anse-Sainte-Anne-des-Monts,-66.51,49.11
L'Anse-Saint-Jean,-70.2,48.23
L'Anse-Victoria,-71.28,46.75
Lansing,-79.41,43.76
Lantier,-74.25,46.15
Lanz Point,-108.28,53.03
Lapland,-64.67,44.29
LaPlante,-65.77,47.76
Lapointe,-68.69,47.52
Lapointe Settlement,-66.08,47.91
Laporte,-109.51,51.21
L'Archeveque,-60.57,45.62
Larchwood,-81.3,46.58
Lardeau,-116.95,50.15
Largie,-81.56,42.69
Larkhaven,-106.68,52.16
Larkins,-77.18,44.45
Larkspur,-113.72,54.41
Larochelle,-72.195,46.025
Larocque,-81.03,49.13
Larouche,-71.51,48.45
Larrimac,-75.82,45.55
Larrys River,-61.37,45.22
LaRue Mills,-75.88,44.43
Lascelles,-75.96,45.7
L'Ascension-de-Notre-Seigneur,-71.68,48.7
L'Ascension-de-Patapédia,-67.25,47.93
LaScie,-55.61,49.94
Laskay,-79.57,43.91
Lasswade,-77.94,44.75
Last Mountain Lake 80A,-105.02,50.78
Latchford Bridge,-77.47,45.29
Laterrière-Bassin,-71.13,48.31
Latimer,-76.51,44.36
Latimer Lake,-65.91,45.3
Latta,-77.33,44.3
Latties Brook,-63.57,45.23
Lattkaloup 9,-128.74,52.7
Latulipe,-79.03,47.42
Latulipe-et-Gaboury,-79.0,47.4
Lauder,-100.67,49.39
Lauderbach,-80.96,44.0
Lauderdale,-113.5,53.58
Launay,-78.53,48.65
Laura,-107.26,51.85
Lauréat,-76.37,45.91
Laurel,-80.2,43.95
Laurel-Station,-74.41,45.89
Laurence,-73.56,45.89
Laurentian Belaire,-122.83,49.25
Laurentian Valley,-77.22,45.76
Laurentian View,-76.49,45.635
Laurentien,-81.0,46.59
Laurie River,-101.0,56.22
Laurier Heights,-113.56,53.51
Laurin,-80.07,44.77
Lauriston,-80.72,44.3
Lauvergot,-65.18,47.3
Lauzon,-71.16,46.83
Laval-des-Rapides,-73.7,45.55
Laval-Ouest,-73.86,45.55
Laval-sur-le-Lac,-73.86,45.53
Lavant,-76.65,45.06
Lavant Station,-76.7,45.04
Lavender,-80.16,44.26
Lavenham,-98.71,49.79
Laverlochère,-79.3,47.43
Lavigne,-80.17,46.32
Lavington,-119.1,50.23
Lavinia,-100.66,50.27
Lavoie,-71.18,46.85333333
Lavoy,-111.86,53.45
Lawanth 5,-126.87,50.94
Lawledge,-94.11,56.94
Lawrence Colony,-71.41,45.41
Lawrence Heights,-79.44,43.72
Lawrence Manor,-79.43,43.72
Lawrence Park,-79.4,43.72
Lawson,-106.65,50.85
Lawson Heights,-106.61,52.17
Lax Kw'alaams 1,-130.4,54.48
Layland,-98.17,49.8
Layton,-79.0,44.22
Le Bas-de-la-Paroisse,-71.42,46.695
Le Bas-de-Sainte-Anne,-72.14,46.58
Le Bassin,-73.75,45.36
Le Bois-Clair,-71.52,46.65
Le Bout-du-Banc,-65.89,49.21
Le Bras-du-Suroît,-70.45,48.09
Le Cap-Blanc,-70.18,47.59
Le Cinquième,-67.47,48.77
Le Coin,-70.92,45.48
Le Coin-chez-Brault,-73.01,45.03
Le Coin-chez-Desranleau,-73.0,45.06
Le Coin-des-Anglais,-74.01,46.08
Le Cordon,-73.66,45.98
Le Dépôt,-73.84,45.285
Le Deux-Matalik,-67.25,48.24
Le Domaine,-76.53,47.04
Le Domaine-de-la-Pêche-au-Saumon,-73.79,45.25
Le Faubourg,-72.06,46.59
Le Frappe-Sacre,-72.0,46.61
Le Gardeur,-73.47,45.74
Le Grand-Deuxième,-67.37,48.86
Le Grand-Marais,-71.81,48.46
Le Grand-Ruisseau,-72.84,46.34
Le Grand-Sainte-Marie,-72.22,46.55
Le Grand-Sault,-70.65,46.05
Le Grand-Village,-71.48,46.76
Le Haut-de-la-Paroisse,-71.535,46.66
Le Lac,-64.53,45.99
Le Lac-de-l'Ancre,-70.21,48.11
Le Lac-des-Hauteurs,-70.51,48.06
Le Lac-des-Sommets,-70.53,48.01
Le Lac-Emmuraillé,-70.25,48.0
Le Lac-Solitaire,-70.46,48.06
Le Lac-Sombre,-70.25,48.1
Le Méandre,-73.79,45.24
Le Mont-Bellevue,-71.9,45.38
Le Mont-Édouard,-70.28,48.15
Le Moulin,-61.95,47.21
Le Moulin-Lacasse,-70.93,46.41
Le Moyne,-72.265,46.225
Le Petit-Brûlé,-74.03,45.59
Le Petit-Canada,-79.09,46.73
Le Petit-Canton,-70.78,46.86
Le Petit-Deuxième,-67.35,48.88
Le Petit-Ouest,-64.65,48.37
Le Petit-Poste,-73.07,46.33
Le Petit-Sainte-Marie,-72.25,46.57
Le Petit-Saint-Marcellin,-68.23,48.37
Le Petit-Village,-72.21,46.505
Le Pied-de-l'Île,-76.99,45.85
Le Plateau,-69.99,47.73
Le Plateau-Mont-Royal,-73.57,45.52
Le Pré,-61.8,47.41
Le Précieux-Sang,-72.4,46.29
Le Radar,-71.15,46.32
Le Rang-des-Dumais,-67.21,48.28
Le Rang-Morin,-67.19,48.26
Le Remous,-70.0,47.7
Le Renversé,-67.33,48.69
Le Rocher,-73.9,45.1
Le Rocher-Fendu,-76.71,45.73
Le Ruisseau-à-Venant,-70.23,48.2
Le Ruisseau-du-Portage,-70.25,48.2
Le Secteur-des-Lacs,-71.9,45.8
Le Seuil-Beaudoin-de-la-Pointe-à-Marie,-73.99,46.26
Le Sud-Ouest,-73.59,45.47
Le Suroît,-66.17,49.2
Le Trou-à-Balle,-66.39,48.16
Le Trou-de-Chat,-64.21,48.52
Le Val-du-Clermont,-70.37,48.05
Le Vieux-Longueuil,-73.5,45.53
Le Vieux-Port,-73.55,45.5
Le Village,-74.62,46.19
Le Village-de-la-Madeleine,-71.67,46.73
Le Village-d'Orvilliers,-72.16,46.59
Le Village-du-Cap,-66.72,49.06
Le Village-Saint-Jean,-71.65,46.72
Leach Lake,-76.48,45.79
Leacross,-104.05,53.05
Leadbury,-81.31,43.64
Leading Tickles East,-55.41,49.5
Leadville,-72.28,45.02
Learned Plain,-71.54,45.42
Leaside,-79.36,43.7
Leavitt,-113.45,49.16
Lebahdo,-117.58,49.6
Lebanon,-80.82,43.7
LeBlanc,-64.27,46.17
LeBlancville,-64.78,46.26
Lebret,-103.69,50.75
Lebrun,-73.07,46.22
L'Échouerie,-61.78,47.39
Leckie Park,-79.78,43.18
Leclair,-76.65,45.89
Leclercville,-72.0,46.56
Ledgerwoods Corner,-76.83,45.72
Lee Creek,-119.53,50.9
Lee Ridge,-113.44,53.46
Lee River,-95.87,50.29
Lee Settlement,-66.8,45.27
Lee Valley,-81.94,46.2
Leeburn,-83.81,46.46
Leech,-64.98,47.45
Leedale,-114.46,52.58
Leeds,-76.18,44.52
Leeds and the Thousand Islands,-76.09,44.48
Lee's Corner,-74.33,45.05
Leeville,-80.16,47.65
Lefaives Corners,-79.99,44.72
Lefebvre,-72.41,45.71
Lefroy,-79.55,44.26
Légerville,-65.0,46.3
Leggatt,-80.35,43.96
Legge,-76.13,44.35
Lehighs Corners,-75.94,44.71
Leiblin Park,-63.62,44.6
Leipzig,-108.68,52.18
Leitches Creek,-60.34,46.15
Leith,-80.87,44.62
Leitrim,-75.59,45.33
Lejeune,-68.58,47.76
Lelachen 6,-122.22,49.78
Leland,-76.43,44.45
Lemay,-75.91,45.98
Lemesurier,-71.28,46.24
Lemieux,-75.05,45.39
Leminster,-64.29,44.82
Lemon Creek,-117.48,49.7
Lemonville,-79.3,43.98
Lemsford,-109.11,50.85
Lena,-99.66,49.07
Lendrum Place,-113.51,53.5
Lennox Island 1,-63.85,46.61
Lennox Island 5,-63.9,46.62
Lennox Island 6,-63.81,46.32
Lennox Passage,-61.08,45.59
Lenore,-100.75,49.95
Lens,-76.92,44.44
Lenswood,-100.95,52.32
Leo Creek,-125.56,55.08
Leon 14,-125.06,53.47
Leon Creek 2,-121.91,51.0
Leon Creek 2A,-121.93,50.99
Leonard,-75.35,45.42
Léonard-de-Matapédia,-67.0,47.95
Leonards Beach,-79.53,44.33
Leonardville,-66.95,44.97
Lepage,-82.6,49.46
L'Épinglette-des-Lacs,-70.43,48.0
L'Épiphanie,-73.48,45.85
Lequille,-65.49,44.72
Leross,-103.87,51.28
Lerwick,-67.61,46.84
Léry,-73.8,45.35
Les Bergeronnes,-69.55,48.25
Les Boules,-67.95,48.68
Les Buissons,-68.38,49.1
Les Caps,-61.93,47.39
Les Cèdres,-74.955,45.35
Les Chenaux,-72.37,46.3
Les Chutes-de-la-Chaudière-Est,-71.23,46.66
Les Chutes-de-la-Chaudière-Ouest,-71.3,46.65
Les Cimes,-70.36,48.15
Les Concessions,-71.03,47.04
Les Coteaux,-74.23,45.28
Les Côtes-du-Portage,-65.57,49.25
Les Dalles,-73.52,45.98
Les Eaux-Mortes,-70.42,48.16
Les Éboulements-Centre,-70.33,47.46
Les Éboulements-Est,-70.26,47.5
Les Écureuils,-71.7,46.67
Les Étroits-Nord,-68.89,47.42
Les Fonds,-71.6,46.65
Les Grands-Déserts,-71.41,46.79
Les Grèves,-73.17,45.98
Les Hauteurs,-68.11,48.38
Les Hurons,-73.22,45.48
Les Îles-de-la-Madeleine,-61.86,47.38
Les Îles-Laval,-73.85,45.51
Les Îles-Sainte-Marie,-59.65,50.3
Les Îlets,-68.165,48.7
Les Îlets-Jérémie,-68.79,48.88
Les Îlots-de-Newport,-64.75,48.25
Les Islets-Caribou,-67.23,49.49
Les Lots-à-Pépère,-71.16,45.97
Les Monts-d'Orient,-70.24,48.06
Les Petites-Terres,-72.87,46.27
Les Prairies,-70.99,47.69
Les Quarante,-64.58,48.39
Les Quatre-Chemins-de-la-Huitième,-70.76,46.62
Les Rapides,-68.6,47.26
Les Rivières,-71.3,46.83
Les Sept-Lacs,-68.83,50.63
Les Souliers-Verts,-71.76,45.75
Les Sources,-74.8,45.54
Les Trois-Marches,-70.3,48.08
Les Trois-Monts,-70.42,48.04
Les Trois-Ponts,-70.22,48.21
Les Trois-Ruisseaux,-64.26,48.91
Lesage,-74.07,45.85
Leskard,-78.64,44.02
Leslie,-61.51,47.62
Leslie Beach,-103.56,51.81
Leslie Park,-75.79,45.33
L'Espérance,-70.24,46.91
Lesser Slave Lake Settlement,-116.12,55.51
Lesterdale,-61.52,45.44
Letang,-66.83,45.08
L'Étang-des-Caps,-62.01,47.24
L'Étang-du-Nord,-61.95,47.35
L'Étape,-71.22,47.56
Letellier,-97.3,49.13
Letete,-66.89,45.05
Lethbridge Range,-112.85,49.71
Letterbreen,-80.78,44.01
Letterkenny,-77.42,45.36
Letts Corners,-77.1,45.57
Levack,-81.39,46.64
Leverville,-67.13,45.3
Levesque,-68.27,47.43
Levesque Settlement,-67.73,47.13
Leville,-64.41,44.74
Lewis Corners,-81.61,42.76
Lewis Cove Road,-60.69,45.66
Lewis Lake,-63.83,44.68
Lewis Mountain,-65.15,46.04
Lewisville,-64.75,46.1
Lewvan,-104.1,50.0
Lexington,-61.37,45.67
Lezbye 6,-124.06,51.41
Lhoh Cho 29,-124.21,54.77
Li Dezé 196c,-111.55,59.86
Liard River 3,-128.5,59.93
Libau,-96.71,50.26
Libbytown,-71.99,45.12
Liberty,-105.44,51.14
Licford,-67.5,46.78
Liebenthal,-109.53,50.66
Lieury,-81.6,43.19
Lifford,-78.64,44.19
Lighthouse Point,-123.28,48.86
Ligny-Saint-Flochel,-64.46,48.4
L'Île-à-Lafond,-72.2,46.55
L'Île-au-Pigeon,-57.65,51.4
L'Île-aux-Castors,-73.15,46.08
L'Île-aux-Chats,-74.37,45.58
L'Île-aux-Noix,-73.27,45.13
L'Île-aux-Oies,-70.47,47.13
L'Île-Bizard,-73.87,45.48
L'Île-Bizard–Sainte-Geneviève,-73.86,45.48
L'Île-Bouchard,-73.34,45.81
L'Île-Cadieux,-74.01,45.43
L'Île-d'Anticosti,-63.0,49.5
L'Île-d'Embarras,-72.96,46.08
L'Île-d'Entrée,-61.7,47.27
L'Île-des-Esquimaux,-57.71,51.4
L'Île-des-Pins,-72.21,46.57
L'Île-Dorval,-73.73,45.43
L'Île-du-Collège,-79.51,47.38
L'Île-du-Grand-Calumet,-76.61,45.71
L'Île-du-Moine,-73.01,46.06
L'Île-du-Sable,-72.16,46.57
L'Île-Enchanteresse,-71.2,46.96
L'Île-Madame,-73.09,46.09
L'Île-Merrill,-74.34,49.87
L'Île-Michon,-62.02,50.22
L'Île-Nepawa,-79.45,48.68
L'Île-Perrot,-73.95,45.38
L'Île-Perrot-Nord,-73.98,45.4
L'Île-Saint-Amour,-73.13,46.07
L'Île-Sainte-Thérèse,-73.25,45.37
L'Île-Saint-Régis,-74.63,45.01
L'Île-Siscoe,-77.87,48.14
Lillies,-75.82,44.57
Lillooet 1,-121.95,50.67
Lillooet 1A,-121.95,50.72
Lily Oak,-80.71,44.41
Lilydale,-64.34,44.39
Limberlost Lodge,-79.0,45.39
Limbour,-75.75,45.49
Lime Hill,-61.14,45.76
Lime Lake,-77.14,44.39
Limehouse,-79.97,43.63
Limekiln,-66.77,46.26
Limerock,-62.84,45.54
Limestone,-67.69,46.475
Limestone Generating Station,-94.1,56.5
L'Immaculée-Conception,-67.13,47.95
Limoilou,-71.22,46.83
Linacre,-109.63,50.48
Linacy,-62.59,45.59
Lincoln Heights,-75.78,45.36
Lincoln Park,-122.75,49.28
Lincolnville,-61.54,45.51
Lind,-81.14,43.24
Lindbergh,-110.67,53.88
Lindell Beach,-122.01,49.03
Linden Beach,-82.75,42.02
Linden Valley,-78.85,44.36
Lindenlea,-75.67,45.44
Lindenwood,-80.98,44.68
Lindsay Lake,-63.01,45.04
Lindys,-65.3,45.8
Lineboro,-72.17,45.0
Lingan,-60.06,46.23
Lingan Road,-60.13,46.18
Lingman Lake,-92.89,53.85
Lingwick,-71.33,45.58
Linkletter,-63.83,46.4
Links Mills,-76.76,44.22
Linton,-79.66,43.95
Linton Corner,-67.42,46.88
Linwood Station,-61.57,45.62
Lipp's Beach,-105.17,50.93
Lipsett,-104.68,52.78
Lisbon,-80.78,43.46
Liscomb,-61.99,45.02
Liscomb Mills,-62.09,45.01
Lisgar,-79.78,43.59
Lisgar Station,-72.28,45.64
Lish-Leesh-Tum 17,-121.33,50.42
Lisieux,-105.97,49.27
L'Isle-aux-Allumettes,-77.06,45.91
L'Isle-aux-Coudres,-70.38,47.4
L'Isle-aux-Grues,-70.54,47.06
L'Isle-Verte-Ouest,-69.35,48.0
Lismore,-62.26,45.7
Lisson Settlement,-65.41,45.61
Lister,-116.46,49.05
Listerville,-67.77,46.57
Listuguj,-66.75,48.06
Litchfield,-65.6,44.77
Little Anse,-60.93,45.49
Little Aylmer,-80.98,42.81
Little Barasway,-54.04,47.17
Little Bartibog,-65.44,47.12
Little Bass River,-63.8,45.39
Little Bay,-55.95,49.59
Little Bay East,-54.86,47.55
Little Bay Islands,-55.79,49.64
Little Beach,-65.47,45.37
Little Black Bear 84,-103.35,50.99
Little Black Bear 84SC,-103.42,51.03
Little Bone 74B,-102.45,51.02
Little Branch,-65.2,47.0
Little Bras d'Or,-60.29,46.23
Little Brockville,-76.14,44.58
Little Brook,-66.12,44.3
Little Brook Station,-66.09,44.28
Little Buffalo,-116.1,56.43
Little Burnt Bay,-55.08,49.33
Little Dover,-64.63,46.0
Little Dyke,-63.55,45.38
Little Fishing Lake,-109.56,53.85
Little Forks,-64.14,45.7
Little Gaspereau,-64.94,47.55
Little Germany,-79.255,44.305
Little Grand Rapids 14,-95.41,52.0
Little Harbour,-56.09,49.38
Little Heart's Ease,-53.69,48.0
Little Hills 158,-105.42,55.05
Little Hills 158A,-105.45,55.04
Little Hills 158B,-105.42,55.02
Little Island Cove,-53.55,47.42
Little Judique,-61.48,45.94
Little Lake,-79.955,43.915
Little Lepreau,-66.45,45.13
Little Liscomb,-61.97,45.02
Little Long Rapids,-82.16,50.0
Little Longlac,-86.96,49.69
Little Lorraine,-59.86,45.95
Little Narrows,-60.98,45.99
Little Pine 116,-108.22,52.72
Little Pond,-60.27,46.27
Little Port Elgin,-81.04,44.88
Little Port L'Hebert,-64.95,43.77
Little Quirpon,-55.44,51.57
Little Rapids,-83.54,46.3
Little Red River 106C,-105.95,53.5
Little Red River 106D,-106.05,53.55
Little Ridge,-64.74,45.64
Little River,-124.91,49.73
Little River Harbour,-66.03,43.73
Little River Lake,-64.46,44.97
Little Salmonier,-55.17,47.06
Little Saskatchewan,-98.56,51.68
Little Saskatchewan 48,-98.57,51.68
Little Saskatchewan 48B,-98.4,51.65
Little Shemogue,-64.02,46.11
Little Springs 18,-122.08,51.85
Little Springs 8,-122.08,51.85
Little Swan River,-102.16,52.4
Little Tancook,-64.13,44.47
Little Tracadie,-64.94,47.52
Littles Corners,-80.27,43.34
Littlewood,-81.31,42.84
Lively,-81.14,46.43
Living Springs,-80.4,43.75
Livingstone Cove,-61.97,45.86
Livingstone Creek,-83.45,46.26
Lizotte,-72.17,48.1
Lloyd,-76.32,45.15
Lloydtown,-79.69,43.99
Lobo,-81.42,43.0
